timestamp,year,month,day,hour,province,lat,lon,aqi,temp,humidity,rain,wind_speed,wind_dir,pressure,cloud,pm2_5,pm10,co,no2,o3,so2,pollution_level,pollution_class
2026-04-14 21:00:00,2026,4,14,21,Hải Phòng,20.8585425,106.4874717858407,122.10619469026548,26.239823008849555,90.28318584070796,0.0,9.004424778761061,131.46902654867256,1005.6716814159291,83.23008849557522,38.269911504424776,43.018584070796464,284.76106194690266,16.805309734513273,86.47787610619469,10.327433628318584,Unhealthy for Sensitive Groups,2.0
2026-04-14 22:00:00,2026,4,14,22,Hải Phòng,20.8585425,106.4874717858407,120.53982300884955,26.138053097345132,91.46017699115045,0.0,8.565486725663717,130.6637168141593,1006.0486725663717,87.30088495575221,38.53362831858407,43.24513274336283,283.6106194690266,16.043362831858406,85.4424778761062,9.980530973451327,Unhealthy for Sensitive Groups,2.0
2026-04-14 23:00:00,2026,4,14,23,Hải Phòng,20.8585425,106.4874717858407,120.00884955752213,26.102654867256636,92.0,0.0,8.661061946902654,124.46902654867256,1006.162831858407,88.15929203539822,38.315929203539824,42.99026548672566,271.14159292035396,15.579646017699115,82.68141592920354,9.248672566371681,Unhealthy for Sensitive Groups,2.0
2026-04-15 00:00:00,2026,4,15,0,Hải Phòng,20.8585425,106.4874717858407,120.00884955752213,26.082300884955753,92.49557522123894,0.0,7.9805309734513274,121.47787610619469,1005.7070796460176,86.47787610619469,36.87256637168142,41.40619469026549,252.36283185840708,15.123008849557523,79.8141592920354,8.314159292035399,Unhealthy for Sensitive Groups,2.0
2026-04-15 01:00:00,2026,4,15,1,Hải Phòng,20.8585425,106.4874717858407,120.00884955752213,26.06814159292035,92.83185840707965,0.0,7.592035398230088,113.61061946902655,1005.1088495575221,89.30088495575221,35.73097345132743,40.2353982300885,234.7079646017699,14.799999999999999,76.80530973451327,7.627433628318584,Unhealthy for Sensitive Groups,2.0
2026-04-15 02:00:00,2026,4,15,2,Hải Phòng,20.8585425,106.4874717858407,120.10619469026548,26.028318584070796,93.16814159292035,0.0,8.482300884955752,108.66371681415929,1004.29203539823,88.31858407079646,34.74778761061947,39.21150442477876,217.93805309734512,14.767256637168142,73.63716814159292,7.3398230088495575,Unhealthy for Sensitive Groups,2.0
2026-04-15 03:00:00,2026,4,15,3,Hải Phòng,20.8585425,106.4874717858407,120.09734513274336,26.038053097345134,93.45132743362832,0.0,7.897345132743363,108.56637168141593,1003.9265486725664,90.90265486725664,33.94159292035398,38.26814159292036,202.30088495575222,14.855752212389381,70.73451327433628,7.308849557522124,Unhealthy for Sensitive Groups,2.0
2026-04-15 04:00:00,2026,4,15,4,Hải Phòng,20.8585425,106.4874717858407,120.73451327433628,26.04159292035398,93.4424778761062,0.0,7.7247787610619465,108.32743362831859,1004.2477876106195,90.46017699115045,32.84336283185841,37.00619469026549,196.3362831858407,14.833628318584072,68.86725663716814,7.486725663716814,Unhealthy for Sensitive Groups,2.0
2026-04-15 05:00:00,2026,4,15,5,Hải Phòng,20.8585425,106.4874717858407,120.72566371681415,26.038938053097347,93.60176991150442,0.0,8.509734513274337,114.26548672566372,1004.4442477876106,88.96460176991151,31.716814159292035,35.78230088495575,208.76106194690266,14.700884955752214,67.41592920353982,7.907964601769912,Unhealthy for Sensitive Groups,2.0
2026-04-15 06:00:00,2026,4,15,6,Hải Phòng,20.8585425,106.4874717858407,120.43362831858407,26.031858407079646,93.69911504424779,0.0,8.891150442477876,119.34513274336283,1005.0628318584071,88.80530973451327,30.801769911504422,34.98672566371681,230.9646017699115,14.329203539823009,67.35398230088495,8.46637168141593,Unhealthy for Sensitive Groups,2.0
2026-04-15 07:00:00,2026,4,15,7,Hải Phòng,20.8585425,106.4874717858407,119.89380530973452,26.471681415929204,92.11504424778761,0.0,10.899115044247786,122.32743362831859,1005.8008849557522,87.30973451327434,29.829203539823006,34.6283185840708,244.69911504424778,13.505309734513274,71.58407079646018,8.872566371681415,Unhealthy for Sensitive Groups,2.0
