timestamp,year,month,day,hour,province,lat,lon,aqi,temp,humidity,rain,wind_speed,wind_dir,pressure,cloud,pm2_5,pm10,co,no2,o3,so2,pollution_level,pollution_class
2025-10-14 17:00:00,2025,10,14,17,Đồng Nai,11.263960190425532,107.03419055744682,46.842696629213485,25.630337078651685,90.1123595505618,0.5898876404494382,4.534831460674158,122.58426966292134,995.008988764045,99.98876404494382,11.051685393258428,11.419101123595508,251.87640449438203,10.058426966292137,83.96629213483146,5.378651685393258,Good,0.0
2025-10-14 18:00:00,2025,10,14,18,Đồng Nai,11.263960190425532,107.03419055744682,47.550561797752806,24.96966292134832,94.57303370786516,0.0595505617977528,5.053932584269663,51.853932584269664,994.9314606741572,99.87640449438204,12.64943820224719,13.133707865168535,293.685393258427,13.624719101123594,66.71910112359551,5.889887640449439,Good,0.0
2025-10-14 19:00:00,2025,10,14,19,Đồng Nai,11.263960190425532,107.03419055744682,46.42696629213483,25.440449438202243,94.58426966292134,0.0123595505617977,6.426966292134831,72.10112359550561,995.6258426966292,100.0,20.27303370786517,21.035955056179777,323.3370786516854,20.34606741573033,45.842696629213485,7.501123595505618,Good,0.0
2025-10-14 20:00:00,2025,10,14,20,Đồng Nai,11.263960190425532,107.03419055744682,44.13483146067416,25.370786516853933,94.20224719101124,0.0022471910112359,7.09438202247191,81.8314606741573,996.4674157303372,100.0,21.59887640449438,22.28202247191011,332.0,20.501123595505614,41.03370786516854,7.66629213483146,Good,0.0
2025-10-14 21:00:00,2025,10,14,21,Đồng Nai,11.263960190425532,107.03419055744682,42.78651685393258,25.11123595505618,94.17977528089888,0.0,6.823595505617977,85.68539325842697,996.4426966292134,100.0,21.46629213483146,22.12808988764045,328.685393258427,20.73483146067416,34.50561797752809,7.857303370786518,Good,0.0
2025-10-14 22:00:00,2025,10,14,22,Đồng Nai,11.263960190425532,107.03419055744682,42.61797752808989,24.806741573033708,94.70786516853931,0.0,5.464044943820225,95.17977528089888,996.4022471910112,99.98876404494382,21.7314606741573,22.320224719101123,320.35955056179773,21.111235955056177,29.13483146067416,8.025842696629214,Good,0.0
2025-10-14 23:00:00,2025,10,14,23,Đồng Nai,11.263960190425532,107.03419055744682,43.20224719101124,24.496629213483143,95.28089887640448,0.0,4.959550561797752,98.91011235955057,996.111235955056,99.04494382022472,21.831460674157302,22.41797752808989,305.9550561797753,21.67191011235955,26.528089887640448,8.106741573033707,Good,0.0
2025-10-15 00:00:00,2025,10,15,0,Đồng Nai,11.263960190425532,107.03419055744682,44.26966292134831,24.21348314606741,95.82022471910112,0.0,4.938202247191011,123.08988764044943,995.8730337078651,96.38202247191012,22.24943820224719,22.89887640449438,286.7191011235955,22.369662921348315,25.50561797752809,8.178651685393259,Good,0.0
2025-10-15 01:00:00,2025,10,15,1,Đồng Nai,11.263960190425532,107.03419055744682,45.68539325842696,24.60337078651685,96.38202247191012,0.0,5.562921348314607,158.5505617977528,995.491011235955,99.87640449438204,23.423595505617985,24.02022471910112,272.75280898876406,23.22134831460674,23.775280898876403,8.120224719101124,Good,0.0
2025-10-15 02:00:00,2025,10,15,2,Đồng Nai,11.263960190425532,107.03419055744682,47.51685393258427,24.487640449438203,95.97752808988764,0.0,5.177528089887641,123.84269662921348,994.7876404494384,99.9438202247191,24.79550561797753,25.316853932584262,266.3820224719101,24.746067415730337,20.48314606741573,7.842696629213483,Good,0.0
