Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Quảng Trị,Phường Ba Đồn,16.75,107.2
Quảng Trị,Phường Bắc Gianh,17.7520425,106.4424551
Quảng Trị,Phường Nam Đông Hà,16.801621,107.1108368
Quảng Trị,Phường Quảng Trị,17.7529027,106.4235617
Quảng Trị,Phường Đông Hà,16.8220195,107.0999798
Quảng Trị,Phường Đồng Hới,17.4580967,106.618802
Quảng Trị,Phường Đồng Sơn,17.4484054,106.5769153
Quảng Trị,Phường Đồng Thuận,17.4756425,106.5937416
Quảng Trị,Xã A Dơi,16.4814945,106.7443974
Quảng Trị,Xã Ba Lòng,16.6591259,106.9508783
Quảng Trị,Xã Bắc Trạch,17.6979443,106.4547744
Quảng Trị,Xã Bến Hải,16.9893101,107.0757876
Quảng Trị,Xã Bến Quan,17.0223502,106.9028983
Quảng Trị,Xã Bố Trạch,17.4906042,106.2874564
Quảng Trị,Xã Cam Hồng,17.2667038,106.8429201
Quảng Trị,Xã Cam Lộ,16.807487,106.9935212
Quảng Trị,Xã Cồn Tiên,16.8993991,107.0062001
Quảng Trị,Xã Cửa Tùng,17.0286068,107.1064278
Quảng Trị,Xã Cửa Việt,16.90654,107.19475
Quảng Trị,Xã Diên Sanh,16.6881363,107.2560446
Quảng Trị,Xã Dân Hóa,17.7995779,105.7813906
Quảng Trị,Xã Gio Linh,16.9234959,107.0853356
Quảng Trị,Xã Hiếu Giang,16.8291704,107.0348371
Quảng Trị,Xã Hoàn Lão,17.5830761,106.5346471
Quảng Trị,Xã Hòa Trạch,17.867637,106.4281029
Quảng Trị,Xã Hướng Hiệp,16.6889859,106.8874002
Quảng Trị,Xã Hướng Lập,16.8866531,106.5684972
Quảng Trị,Xã Hướng Phùng,16.7419096,106.5816954
Quảng Trị,Xã Hải Lăng,16.7229239,107.2055622
Quảng Trị,Xã Khe Sanh,16.6273175,106.737696
Quảng Trị,Xã Kim Ngân,17.0963765,106.7508267
Quảng Trị,Xã Kim Phú,17.7389482,105.9616571
Quảng Trị,Xã Kim Điền,17.8222809,105.8938704
Quảng Trị,Xã La Lay,16.3739398,107.0052067
Quảng Trị,Xã Lao Bảo,16.6177721,106.5983128
Quảng Trị,Xã Lìa,16.4916291,106.6656348
Quảng Trị,Xã Lệ Ninh,17.2320243,106.693003
Quảng Trị,Xã Lệ Thủy,17.1351549,106.8082355
Quảng Trị,Xã Minh Hóa,17.8089028,105.9690621
Quảng Trị,Xã Mỹ Thủy,16.7483519,107.3597017
Quảng Trị,Xã Nam Ba Đồn,16.75,107.2
Quảng Trị,Xã Nam Cửa Việt,16.90654,107.19475
Quảng Trị,Xã Nam Gianh,17.7345764,106.3825372
Quảng Trị,Xã Nam Hải Lăng,16.69347,107.25124
Quảng Trị,Xã Nam Trạch,17.5352842,106.5625077
Quảng Trị,Xã Ninh Châu,17.3394444,106.6990201
Quảng Trị,Xã Phong Nha,17.6475454,106.2729046
Quảng Trị,Xã Phú Trạch,17.8857108,106.4409789
Quảng Trị,Xã Quảng Ninh,17.4022722,106.6403246
Quảng Trị,Xã Quảng Trạch,17.8020347,106.4072602
Quảng Trị,Xã Sen Ngư,17.2104411,106.8597566
Quảng Trị,Xã Thượng Trạch,17.3630722,106.1867563
Quảng Trị,Xã Triệu Bình,16.8182887,107.1741119
Quảng Trị,Xã Triệu Cơ,16.7968212,107.2473318
Quảng Trị,Xã Triệu Phong,16.7693075,107.1650765
Quảng Trị,Xã Trung Thuần,17.8092964,106.3764491
Quảng Trị,Xã Trường Ninh,17.3173578,106.6353341
Quảng Trị,Xã Trường Phú,17.1910243,106.7856409
Quảng Trị,Xã Trường Sơn,17.2187854,106.4520776
Quảng Trị,Xã Tuyên Bình,17.8287098,106.169024
Quảng Trị,Xã Tuyên Hóa,17.7978845,106.2262306
Quảng Trị,Xã Tuyên Lâm,17.983543,105.8419259
Quảng Trị,Xã Tuyên Phú,17.8571773,106.1119384
Quảng Trị,Xã Tuyên Sơn,18.0291357,105.8672392
Quảng Trị,Xã Tà Rụt,16.3925972,106.9879498
Quảng Trị,Xã Tân Gianh,17.7778195,106.3170021
Quảng Trị,Xã Tân Lập,16.6103276,106.6949787
Quảng Trị,Xã Tân Mỹ,17.1886003,106.8262402
Quảng Trị,Xã Tân Thành,17.8784518,105.8401387
Quảng Trị,Xã Vĩnh Hoàng,17.0695044,107.0327112
Quảng Trị,Xã Vĩnh Linh,17.0687461,107.0050265
Quảng Trị,Xã Vĩnh Thủy,17.0326223,107.0192305
Quảng Trị,Xã Vĩnh Định,16.7485514,107.2698644
Quảng Trị,Xã Ái Tử,16.7748771,107.1402167
Quảng Trị,Xã Đakrông,16.6366299,106.7428635
Quảng Trị,Xã Đông Trạch,17.6218639,106.5299325
Quảng Trị,Xã Đồng Lê,17.8863338,106.0207039
Quảng Trị,Đặc Khu Cồn Cỏ,17.1540888,107.3410455
