Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Tuyên Quang,Phường An Tường,21.7905753,105.2179742
Tuyên Quang,Phường Bình Thuận,21.7225288,105.2301793
Tuyên Quang,Phường Hà Giang 1,22.8168306,104.9803454
Tuyên Quang,Phường Hà Giang 2,22.8304057,104.9889649
Tuyên Quang,Phường Minh Xuân,21.8212434,105.1832971
Tuyên Quang,Phường Mỹ Lâm,21.7705548,105.1313817
Tuyên Quang,Phường Nông Tiến,21.8145424,105.2266967
Tuyên Quang,Xã Bình An,22.3681165,105.1869619
Tuyên Quang,Xã Bình Ca,21.6687769,105.4278007
Tuyên Quang,Xã Bình Xa,22.0543609,105.1190845
Tuyên Quang,Xã Bạch Ngọc,22.587802,105.049345
Tuyên Quang,Xã Bạch Xa,22.2254306,104.9701208
Tuyên Quang,Xã Bạch Đích,23.1714716,105.0539034
Tuyên Quang,Xã Bản Máy,22.7828728,104.5827913
Tuyên Quang,Xã Bắc Mê,22.7382587,105.3107381
Tuyên Quang,Xã Bắc Quang,21.82356,105.21424
Tuyên Quang,Xã Bằng Hành,22.4327687,104.9898015
Tuyên Quang,Xã Bằng Lang,22.3638902,104.6360103
Tuyên Quang,Xã Cao Bồ,22.7558423,104.8689913
Tuyên Quang,Xã Chiêm Hóa,22.1439406,105.2714938
Tuyên Quang,Xã Cán Tỷ,23.1269709,105.0156665
Tuyên Quang,Xã Côn Lôn,22.528001,105.4410946
Tuyên Quang,Xã Du Già,22.9311718,105.2229058
Tuyên Quang,Xã Giáp Trung,22.7692094,105.3071773
Tuyên Quang,Xã Hoàng Su Phì,22.7425331,104.6791699
Tuyên Quang,Xã Hàm Yên,22.0394107,105.0347046
Tuyên Quang,Xã Hòa An,22.093946,105.2431425
Tuyên Quang,Xã Hùng An,22.3405561,104.8736617
Tuyên Quang,Xã Hùng Lợi,21.8945531,105.4680204
Tuyên Quang,Xã Hùng Đức,21.9137382,105.1000733
Tuyên Quang,Xã Hồ Thầu,22.5621092,104.6869065
Tuyên Quang,Xã Hồng Sơn,21.5932234,105.2911357
Tuyên Quang,Xã Hồng Thái,22.4199241,105.5052071
Tuyên Quang,Xã Khuôn Lùng,22.5177189,104.5059796
Tuyên Quang,Xã Khâu Vai,23.1138379,105.4805811
Tuyên Quang,Xã Kim Bình,22.0936018,105.3113856
Tuyên Quang,Xã Kiên Đài,22.1755791,105.3462261
Tuyên Quang,Xã Kiến Thiết,22.0023994,105.3204131
Tuyên Quang,Xã Lao Chải,22.8373148,104.7683397
Tuyên Quang,Xã Linh Hồ,22.6701153,105.0194049
Tuyên Quang,Xã Liên Hiệp,22.3921978,105.0344018
Tuyên Quang,Xã Lâm Bình,22.5056128,105.1642373
Tuyên Quang,Xã Lùng Tám,23.049309,105.0438435
Tuyên Quang,Xã Lũng Cú,23.3611108,105.318437
Tuyên Quang,Xã Lũng Phìn,23.135412,105.2792054
Tuyên Quang,Xã Lực Hành,22.0104218,105.2095842
Tuyên Quang,Xã Minh Ngọc,22.77321,105.1684235
Tuyên Quang,Xã Minh Quang,22.3245254,105.1876469
Tuyên Quang,Xã Minh Sơn,22.8237249,105.2005269
Tuyên Quang,Xã Minh Thanh,21.7534019,105.4260192
Tuyên Quang,Xã Minh Tân,22.9600008,104.9480136
Tuyên Quang,Xã Mèo Vạc,23.1623409,105.4088142
Tuyên Quang,Xã Mậu Duệ,21.82356,105.21424
Tuyên Quang,Xã Nghĩa Thuận,23.1282557,104.9492024
Tuyên Quang,Xã Ngọc Long,22.981822,105.3126177
Tuyên Quang,Xã Ngọc Đường,22.8437366,105.016466
Tuyên Quang,Xã Nhữ Khê,21.6995116,105.1759225
Tuyên Quang,Xã Niêm Sơn,23.0365596,105.4210151
Tuyên Quang,Xã Nà Hang,22.3481955,105.3818946
Tuyên Quang,Xã Nấm Dẩn,22.612826,104.4850867
Tuyên Quang,Xã Nậm Dịch,22.6579113,104.7047123
Tuyên Quang,Xã Phó Bảng,23.2530966,105.1851227
Tuyên Quang,Xã Phù Lưu,22.1657182,105.0161038
Tuyên Quang,Xã Phú Linh,22.751884,105.0204134
Tuyên Quang,Xã Phú Lương,21.5415335,105.4321984
Tuyên Quang,Xã Pà Vầy Sủ,22.6626609,104.4269013
Tuyên Quang,Xã Pờ Ly Ngài,22.7046941,104.6251855
