Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Thanh Hóa,Phường Bỉm Sơn,20.0830503,105.8650481
Thanh Hóa,Phường Hàm Rồng,19.8389439,105.7860937
Thanh Hóa,Phường Hạc Thành,19.7996034,105.7863729
Thanh Hóa,Phường Hải Bình,19.4007066,105.7803583
Thanh Hóa,Phường Hải Lĩnh,19.5042987,105.7957648
Thanh Hóa,Phường Nam Sầm Sơn,19.7216615,105.8472504
Thanh Hóa,Phường Nghi Sơn,19.3264924,105.8076525
Thanh Hóa,Phường Nguyệt Viên,19.8233549,105.8175295
Thanh Hóa,Phường Ngọc Sơn,19.575965,105.7840918
Thanh Hóa,Phường Quang Trung,20.080089,105.8534975
Thanh Hóa,Phường Quảng Phú,19.76829,105.8338179
Thanh Hóa,Phường Sầm Sơn,19.736682,105.8989867
Thanh Hóa,Phường Trúc Lâm,19.3986421,105.7466054
Thanh Hóa,Phường Tân Dân,19.5270314,105.7945632
Thanh Hóa,Phường Tĩnh Gia,19.447655,105.7919882
Thanh Hóa,Phường Đào Duy Từ,19.4326006,105.7676123
Thanh Hóa,Phường Đông Quang,19.760575,105.7380471
Thanh Hóa,Phường Đông Sơn,19.7956864,105.7922692
Thanh Hóa,Phường Đông Tiến,19.8420318,105.7119074
Thanh Hóa,Xã An Nông,19.7891448,105.6300996
Thanh Hóa,Xã Ba Đình,20.0284485,105.9548421
Thanh Hóa,Xã Biện Thượng,20.008177,105.7310914
Thanh Hóa,Xã Bá Thước,20.3510369,105.2201972
Thanh Hóa,Xã Bát Mọt,19.9948661,104.987537
Thanh Hóa,Xã Các Sơn,19.5104934,105.726318
Thanh Hóa,Xã Công Chính,19.5643527,105.6594185
Thanh Hóa,Xã Cẩm Thạch,20.232548,105.3861734
Thanh Hóa,Xã Cẩm Thủy,20.2072706,105.4753785
Thanh Hóa,Xã Cẩm Tân,20.1648197,105.5784456
Thanh Hóa,Xã Cẩm Tú,20.245811,105.4978778
Thanh Hóa,Xã Cẩm Vân,20.1520516,105.4506092
Thanh Hóa,Xã Cổ Lũng,20.4633683,105.1983869
Thanh Hóa,Xã Giao An,20.03124,105.2489684
