Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Tây Ninh,Xã Thạnh Lợi,10.7420865,106.4061096
Tây Ninh,Xã Thạnh Phước,10.7001562,106.1501088
Tây Ninh,Xã Thạnh Đức,11.2115513,106.2091154
Tây Ninh,Xã Thủ Thừa,10.6018802,106.4025896
Tây Ninh,Xã Truông Mít,11.2033758,106.3087369
Tây Ninh,Xã Trà Vong,11.4372501,106.0537644
Tây Ninh,Xã Tuyên Bình,10.8468668,105.8430324
Tây Ninh,Xã Tuyên Thạnh,10.7511013,105.8659138
Tây Ninh,Xã Tân Biên,11.5877136,105.9253466
Tây Ninh,Xã Tân Châu,11.5569932,106.1608072
Tây Ninh,Xã Tân Hòa,11.574745,106.3766537
Tây Ninh,Xã Tân Hưng,10.8123235,105.7213564
Tây Ninh,Xã Tân Hội,11.6312668,106.1680941
Tây Ninh,Xã Tân Long,10.7072654,106.3046412
Tây Ninh,Xã Tân Lân,10.5103868,106.635426
Tây Ninh,Xã Tân Lập,11.6858123,106.0457824
Tây Ninh,Xã Tân Phú,11.4678201,106.1660827
Tây Ninh,Xã Tân Thành,11.5273409,106.2552857
Tây Ninh,Xã Tân Thạnh,10.6070261,106.047372
Tây Ninh,Xã Tân Trụ,10.5154391,106.5103978
Tây Ninh,Xã Tân Tây,10.6321915,106.2560694
Tây Ninh,Xã Tân Tập,10.5378762,106.7140336
Tây Ninh,Xã Tân Đông,11.6899535,106.2464279
Tây Ninh,Xã Tầm Vu,10.4457541,106.4682717
Tây Ninh,Xã Vàm Cỏ,10.5065731,106.5399066
Tây Ninh,Xã Vĩnh Châu,10.7286677,105.761743
Tây Ninh,Xã Vĩnh Công,10.4990582,106.4437661
Tây Ninh,Xã Vĩnh Hưng,10.8901617,105.7822084
Tây Ninh,Xã Vĩnh Thạnh,10.8436419,105.6293407
Tây Ninh,Xã Đông Thành,10.8703645,106.2531634
Tây Ninh,Xã Đức Huệ,10.8048884,106.3170302
Tây Ninh,Xã Đức Hòa,10.8226052,106.4567714
Tây Ninh,Xã Đức Lập,10.9051569,106.4738897
