Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Ninh Bình,Phường Châu Sơn,20.5077879,105.8907626
Ninh Bình,Phường Duy Hà,20.6412579,105.9099096
Ninh Bình,Phường Duy Tiên,20.6304949,105.9850752
Ninh Bình,Phường Duy Tân,20.6663235,106.0029096
Ninh Bình,Phường Hoa Lư,20.2516861,105.970358
Ninh Bình,Phường Hà Nam,20.5835632,105.9394135
Ninh Bình,Phường Hồng Quang,20.3720213,106.1973197
Ninh Bình,Phường Kim Bảng,20.5801621,105.872751
Ninh Bình,Phường Kim Thanh,20.6125099,105.8976141
Ninh Bình,Phường Liêm Tuyền,20.5377957,105.9701792
Ninh Bình,Phường Lê Hồ,20.6063354,105.8702742
Ninh Bình,Phường Lý Thường Kiệt,20.523004,105.8695245
Ninh Bình,Phường Mỹ Lộc,20.442181,106.0932109
Ninh Bình,Phường Nam Hoa Lư,20.2144212,105.9360149
Ninh Bình,Phường Nam Định,20.4386219,106.1775824
Ninh Bình,Phường Nguyễn Úy,20.6240783,105.8331008
Ninh Bình,Phường Phù Vân,20.5553927,105.901599
Ninh Bình,Phường Phủ Lý,20.5482133,105.9148718
Ninh Bình,Phường Tam Chúc,20.5503885,105.8146752
Ninh Bình,Phường Tam Điệp,20.1600678,105.9120485
Ninh Bình,Phường Thiên Trường,20.4517777,106.2048178
Ninh Bình,Phường Thành Nam,20.4042494,106.1328905
Ninh Bình,Phường Tiên Sơn,20.5861185,105.9728161
Ninh Bình,Phường Trung Sơn,20.1427398,105.9230385
Ninh Bình,Phường Trường Thi,20.3656627,106.1371409
Ninh Bình,Phường Tây Hoa Lư,20.2767121,105.8660233
Ninh Bình,Phường Vị Khê,20.4009702,106.2023312
Ninh Bình,Phường Yên Sơn,20.190414,105.87895
Ninh Bình,Phường Yên Thắng,20.1651317,105.9633297
Ninh Bình,Phường Đông A,20.4605965,106.1402799
Ninh Bình,Phường Đông Hoa Lư,20.2242704,106.0174412
Ninh Bình,Phường Đồng Văn,20.6460285,105.9375092
Ninh Bình,Xã Bình An,20.4903328,106.0635424
Ninh Bình,Xã Bình Giang,20.4948054,106.0946801
Ninh Bình,Xã Bình Lục,20.5473019,106.0088021
Ninh Bình,Xã Bình Minh,19.9910598,106.062507
Ninh Bình,Xã Bình Mỹ,20.4914206,106.0081321
Ninh Bình,Xã Bình Sơn,20.4405762,106.0075121
Ninh Bình,Xã Bắc Lý,20.5881467,106.0904423
Ninh Bình,Xã Chất Bình,20.1319728,106.1319958
Ninh Bình,Xã Cát Thành,20.2578807,106.2780773
Ninh Bình,Xã Cúc Phương,20.2401232,105.7224119
Ninh Bình,Xã Cổ Lễ,20.3140158,106.2706263
Ninh Bình,Xã Gia Hưng,20.3756384,105.8265886
Ninh Bình,Xã Gia Lâm,20.4091682,105.7861121
Ninh Bình,Xã Gia Phong,20.3003852,105.8243576
Ninh Bình,Xã Gia Trấn,20.3565792,105.9192246
Ninh Bình,Xã Gia Tường,20.3515345,105.7869916
Ninh Bình,Xã Gia Viễn,20.3704409,105.8551079
Ninh Bình,Xã Gia Vân,20.3472718,105.879044
Ninh Bình,Xã Giao Bình,20.2417667,106.3970188
Ninh Bình,Xã Giao Hòa,20.2507075,106.4960223
Ninh Bình,Xã Giao Hưng,20.2261656,106.4461706
Ninh Bình,Xã Giao Minh,20.2819297,106.5385067
Ninh Bình,Xã Giao Ninh,20.2126383,106.377746
Ninh Bình,Xã Giao Phúc,20.2314196,106.4663683
Ninh Bình,Xã Giao Thủy,20.2848862,106.4421472
Ninh Bình,Xã Hiển Khánh,20.4069009,106.0835182
Ninh Bình,Xã Hải An,20.1429171,106.1923648
Ninh Bình,Xã Hải Anh,20.1931914,106.2585258
Ninh Bình,Xã Hải Hưng,20.1951047,106.3091771
Ninh Bình,Xã Hải Hậu,20.118315,106.2943507
Ninh Bình,Xã Hải Quang,20.1700455,106.3006061
Ninh Bình,Xã Hải Thịnh,20.0368107,106.2232816
Ninh Bình,Xã Hải Tiến,20.118315,106.2943507
Ninh Bình,Xã Hải Xuân,20.0858582,106.2674727
Ninh Bình,Xã Hồng Phong,20.084798,106.1756548
Ninh Bình,Xã Khánh Hội,20.1902222,106.1048951
Ninh Bình,Xã Khánh Nhạc,20.1654444,106.0789111
Ninh Bình,Xã Khánh Thiện,20.211955,106.1061187
Ninh Bình,Xã Khánh Trung,20.1608006,106.148068
Ninh Bình,Xã Kim Sơn,20.1047543,106.1185091
Ninh Bình,Xã Kim Đông,19.9419097,106.0774158
Ninh Bình,Xã Lai Thành,20.0759594,106.0496152
Ninh Bình,Xã Liêm Hà,20.5046113,105.9649027
Ninh Bình,Xã Liên Minh,20.3185601,106.1365986
Ninh Bình,Xã Lý Nhân,20.6081769,105.9990653
Ninh Bình,Xã Minh Thái,20.1980323,106.2322792
Ninh Bình,Xã Minh Tân,20.4090351,106.0404052
Ninh Bình,Xã Nam Hồng,20.3447222,106.2438626
Ninh Bình,Xã Nam Lý,20.5090945,106.1610701
Ninh Bình,Xã Nam Minh,20.2974455,106.2048091
Ninh Bình,Xã Nam Ninh,20.3001735,106.2440488
Ninh Bình,Xã Nam Trực,20.341374,106.1963162
Ninh Bình,Xã Nam Xang,20.6010755,106.048915
Ninh Bình,Xã Nam Đồng,20.2946471,106.1679639
Ninh Bình,Xã Nghĩa Hưng,20.2205452,106.1781472
Ninh Bình,Xã Nghĩa Lâm,20.0124896,106.125711
Ninh Bình,Xã Nghĩa Sơn,20.1892682,106.1729405
Ninh Bình,Xã Nho Quan,20.3216513,105.7508104
Ninh Bình,Xã Nhân Hà,20.5475944,106.1466504
Ninh Bình,Xã Ninh Cường,20.1993593,106.2058389
Ninh Bình,Xã Ninh Giang,20.3085504,106.3042945
Ninh Bình,Xã Phong Doanh,20.3595716,105.9546748
Ninh Bình,Xã Phát Diệm,20.0896318,106.0809025
Ninh Bình,Xã Phú Long,20.2000427,105.7895347
Ninh Bình,Xã Phú Sơn,20.3630357,105.7346681
Ninh Bình,Xã Quang Hưng,20.235246,106.1984166
Ninh Bình,Xã Quang Thiện,20.1023643,106.1041109
Ninh Bình,Xã Quỳnh Lưu,20.2369219,105.8109341
Ninh Bình,Xã Quỹ Nhất,20.0561946,106.1507576
Ninh Bình,Xã Rạng Đông,19.9751954,106.1364306
Ninh Bình,Xã Thanh Bình,20.4568206,105.9693251
Ninh Bình,Xã Thanh Liêm,20.4208952,105.9391057
Ninh Bình,Xã Thanh Lâm,20.4199121,105.9043682
Ninh Bình,Xã Thanh Sơn,20.2801271,105.7849884
Ninh Bình,Xã Trần Thương,20.5468477,106.0998057
Ninh Bình,Xã Trực Ninh,20.2524786,106.2225097
Ninh Bình,Xã Tân Minh,20.3848728,106.014866
Ninh Bình,Xã Tân Thanh,20.4742068,105.9210759
Ninh Bình,Xã Vĩnh Trụ,20.5528886,106.0383015
Ninh Bình,Xã Vũ Dương,20.3349629,106.0320029
Ninh Bình,Xã Vạn Thắng,20.2968376,106.0576924
Ninh Bình,Xã Vụ Bản,20.3424306,106.080325
Ninh Bình,Xã Xuân Giang,20.3256903,106.3621927
Ninh Bình,Xã Xuân Hưng,20.2924064,106.3658018
Ninh Bình,Xã Xuân Hồng,20.3260266,106.3280572
Ninh Bình,Xã Xuân Trường,20.2697331,106.3376929
Ninh Bình,Xã Yên Cường,20.276919,106.1078374
Ninh Bình,Xã Yên Khánh,20.1866298,106.0510002
Ninh Bình,Xã Yên Mô,20.1632268,106.0050398
Ninh Bình,Xã Yên Mạc,20.1038354,106.0164928
Ninh Bình,Xã Yên Từ,20.1296829,106.0457284
Ninh Bình,Xã Yên Đồng,20.2561296,106.0653324
Ninh Bình,Xã Ý Yên,20.3001113,105.9935016
Ninh Bình,Xã Đại Hoàng,20.3135578,105.8767629
Ninh Bình,Xã Định Hóa,20.0541653,106.0829191
Ninh Bình,Xã Đồng Thái,20.0967183,105.9808774
Ninh Bình,Xã Đồng Thịnh,20.2676809,106.1419053
