Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Phú Thọ,Phường Hòa Bình,20.8435229,105.3598289
Phú Thọ,Phường Kỳ Sơn,20.868934,105.4034043
Phú Thọ,Phường Nông Trang,21.3268648,105.3603901
Phú Thọ,Phường Phong Châu,21.4209576,105.2623713
Phú Thọ,Phường Phú Thọ,21.4323735,105.2303589
Phú Thọ,Phường Phúc Yên,21.2455928,105.7061019
Phú Thọ,Phường Thanh Miếu,21.2948077,105.4310195
Phú Thọ,Phường Thống Nhất,20.779643,105.3369384
Phú Thọ,Phường Tân Hòa,20.8682649,105.3176913
Phú Thọ,Phường Việt Trì,21.2888869,105.4022115
Phú Thọ,Phường Vân Phú,21.3681899,105.3677497
Phú Thọ,Phường Vĩnh Phúc,21.3169419,105.6047367
Phú Thọ,Phường Vĩnh Yên,21.2971727,105.5705848
Phú Thọ,Phường Xuân Hòa,21.3413717,105.7440702
Phú Thọ,Phường Âu Cơ,21.3930005,105.2081397
Phú Thọ,Xã An Bình,20.4604025,105.707929
Phú Thọ,Xã An Nghĩa,20.5665973,105.7232647
Phú Thọ,Xã Bao La,20.6448794,104.9768883
Phú Thọ,Xã Bình Nguyên,21.2788689,105.6560777
Phú Thọ,Xã Bình Phú,21.415233,105.3645132
Phú Thọ,Xã Bình Tuyền,21.3639721,105.6861442
Phú Thọ,Xã Bình Xuyên,21.3430555,105.6493921
Phú Thọ,Xã Băng Luân,21.6495976,105.049111
Phú Thọ,Xã Bản Nguyên,21.2815026,105.3425496
Phú Thọ,Xã Cao Dương,20.6949648,105.6417968
Phú Thọ,Xã Cao Phong,20.7052245,105.3577144
Phú Thọ,Xã Cao Sơn,20.8853784,105.1637316
Phú Thọ,Xã Chân Mộng,21.5572114,105.2124634
Phú Thọ,Xã Chí Tiên,21.422218,105.1662414
Phú Thọ,Xã Chí Đám,21.6751039,105.1664211
Phú Thọ,Xã Cẩm Khê,21.4356776,105.1043233
Phú Thọ,Xã Cự Đồng,21.1191215,105.2449321
Phú Thọ,Xã Dân Chủ,21.4731229,105.3087838
Phú Thọ,Xã Dũng Tiến,20.5709582,105.5661754
Phú Thọ,Xã Hiền Lương,21.572682,104.9460825
Phú Thọ,Xã Hiền Quan,21.3629661,105.2361762
Phú Thọ,Xã Hoàng An,21.3608094,105.5226519
Phú Thọ,Xã Hoàng Cương,21.4682772,105.1322442
Phú Thọ,Xã Hy Cương,21.3492378,105.3182212
Phú Thọ,Xã Hùng Việt,21.3605789,105.1414701
Phú Thọ,Xã Hương Cần,21.04591,105.24048
Phú Thọ,Xã Hạ Hòa,21.5829602,105.0326344
Phú Thọ,Xã Hải Lựu,21.4625716,105.3574137
Phú Thọ,Xã Hội Thịnh,21.3180369,105.5457323
Phú Thọ,Xã Hợp Kim,20.6492831,105.5861992
Phú Thọ,Xã Hợp Lý,21.4935548,105.4632021
Phú Thọ,Xã Khả Cửu,21.0065219,105.1208005
Phú Thọ,Xã Kim Bôi,20.6605115,105.5268573
Phú Thọ,Xã Lai Đồng,21.2124556,104.9130807
Phú Thọ,Xã Liên Châu,21.1795812,105.5580114
Phú Thọ,Xã Liên Hòa,21.4149565,105.5124006
Phú Thọ,Xã Liên Minh,21.3587147,105.1995709
Phú Thọ,Xã Liên Sơn,20.8240283,105.5042361
Phú Thọ,Xã Long Cốc,21.0963597,105.0795806
Phú Thọ,Xã Lâm Thao,21.3378728,105.2832142
Phú Thọ,Xã Lương Sơn,20.8942117,105.5052442
Phú Thọ,Xã Lạc Lương,20.4789956,105.6284767
Phú Thọ,Xã Lạc Sơn,20.4503184,105.4871221
Phú Thọ,Xã Lạc Thủy,20.4767388,105.796826
Phú Thọ,Xã Lập Thạch,21.4251423,105.4677537
Phú Thọ,Xã Mai Châu,20.6509885,105.1139971
Phú Thọ,Xã Mai Hạ,20.6102248,105.0571603
Phú Thọ,Xã Minh Hòa,21.2576788,105.1125116
Phú Thọ,Xã Minh Đài,21.1819318,105.0632971
Phú Thọ,Xã Mường Bi,20.6511601,105.1758276
Phú Thọ,Xã Mường Hoa,20.7106646,105.2060049
Phú Thọ,Xã Mường Thàng,20.6538841,105.3457012
Phú Thọ,Xã Mường Vang,20.582417,105.4614581
Phú Thọ,Xã Mường Động,20.6892728,105.4448413
Phú Thọ,Xã Nguyệt Đức,21.33333,105.13333
Phú Thọ,Xã Ngọc Sơn,20.4245744,105.3606466
Phú Thọ,Xã Nhân Nghĩa,20.5538575,105.5166823
Phú Thọ,Xã Nật Sơn,20.7457753,105.5263491
Phú Thọ,Xã Phù Ninh,21.4164551,105.3040902
Phú Thọ,Xã Phùng Nguyên,21.2944582,105.2911432
Phú Thọ,Xã Phú Khê,21.3867292,105.0974694
Phú Thọ,Xã Phú Mỹ,21.5139421,105.2688388
Phú Thọ,Xã Pà Cò,20.7093109,104.8897667
Phú Thọ,Xã Quy Đức,20.8829564,105.0592891
Phú Thọ,Xã Quyết Thắng,20.4741212,105.3624521
Phú Thọ,Xã Quảng Yên,21.5156792,105.1676766
Phú Thọ,Xã Sông Lô,21.3754357,105.4208361
Phú Thọ,Xã Sơn Lương,21.4763968,104.9377444
Phú Thọ,Xã Sơn Đông,21.3290507,105.4664324
Phú Thọ,Xã Tam Dương,21.3709856,105.5751202
Phú Thọ,Xã Tam Dương Bắc,21.4374306,105.5876443
Phú Thọ,Xã Tam Hồng,21.2153005,105.5686214
Phú Thọ,Xã Tam Nông,21.2525455,105.293225
Phú Thọ,Xã Tam Sơn,21.4386671,105.4173115
Phú Thọ,Xã Tam Đảo,21.4035422,105.6371825
Phú Thọ,Xã Thanh Ba,21.5289975,105.114559
Phú Thọ,Xã Thanh Sơn,21.2008157,105.2011766
Phú Thọ,Xã Thanh Thủy,21.1499361,105.2668401
Phú Thọ,Xã Thu Cúc,21.3077808,104.8908716
Phú Thọ,Xã Thung Nai,20.741829,105.2671593
Phú Thọ,Xã Thái Hòa,21.4551607,105.5075637
Phú Thọ,Xã Thượng Cốc,20.5423351,105.3934928
Phú Thọ,Xã Thượng Long,21.3194228,105.0119884
Phú Thọ,Xã Thịnh Minh,20.9720272,105.3839494
Phú Thọ,Xã Thọ Văn,21.2533513,105.2464902
Phú Thọ,Xã Thổ Tang,21.2323853,105.4849883
Phú Thọ,Xã Tiên Lương,21.4602465,105.026966
Phú Thọ,Xã Tiên Lữ,21.3690769,105.4814955
Phú Thọ,Xã Tiền Phong,20.8009267,105.1877174
Phú Thọ,Xã Toàn Thắng,20.5547697,105.2437884
Phú Thọ,Xã Trung Sơn,21.3528884,104.9471684
Phú Thọ,Xã Trạm Thản,21.4815302,105.2617497
Phú Thọ,Xã Tu Vũ,21.0660401,105.2774746
Phú Thọ,Xã Tân Lạc,20.5825108,105.3223034
Phú Thọ,Xã Tân Mai,20.7855902,105.0536055
Phú Thọ,Xã Tân Pheo,20.9858024,105.0351514
Phú Thọ,Xã Tân Sơn,21.2437074,105.0178755
Phú Thọ,Xã Tây Cốc,21.6259791,105.1302163
Phú Thọ,Xã Tề Lỗ,21.2605253,105.5465882
Phú Thọ,Xã Vân Bán,21.41954,105.0408865
Phú Thọ,Xã Vân Sơn,20.5420381,105.1902816
Phú Thọ,Xã Võ Miếu,21.1615921,105.137491
Phú Thọ,Xã Văn Lang,21.5201023,104.9797783
Phú Thọ,Xã Văn Miếu,21.0575874,105.1735854
Phú Thọ,Xã Vĩnh An,21.3068467,105.5165959
Phú Thọ,Xã Vĩnh Chân,21.5230138,105.0462449
Phú Thọ,Xã Vĩnh Hưng,21.283144,105.4898952
Phú Thọ,Xã Vĩnh Phú,21.1920285,105.5037901
Phú Thọ,Xã Vĩnh Thành,21.2647862,105.4678417
Phú Thọ,Xã Vĩnh Tường,21.2282007,105.5199071
Phú Thọ,Xã Vạn Xuân,21.3020502,105.2268045
Phú Thọ,Xã Xuân Lãng,21.2457338,105.6439752
Phú Thọ,Xã Xuân Lũng,21.3783949,105.2818212
Phú Thọ,Xã Xuân Viên,21.4029828,104.9843277
Phú Thọ,Xã Xuân Đài,21.1084748,104.975078
Phú Thọ,Xã Yên Kỳ,21.558323,105.0909192
Phú Thọ,Xã Yên Lãng,21.4928365,105.3901005
Phú Thọ,Xã Yên Lạc,21.2562358,105.5915868
Phú Thọ,Xã Yên Lập,21.33146,105.0807639
Phú Thọ,Xã Yên Phú,20.4867974,105.4920759
Phú Thọ,Xã Yên Sơn,20.9661858,105.3004115
Phú Thọ,Xã Yên Thủy,20.3857759,105.6009202
Phú Thọ,Xã Yên Trị,20.3720972,105.683093
Phú Thọ,Xã Đan Thượng,21.6333901,104.9718598
Phú Thọ,Xã Đoan Hùng,21.6181495,105.1831278
Phú Thọ,Xã Đà Bắc,20.8722476,105.246658
Phú Thọ,Xã Đào Xá,21.2112808,105.2872554
Phú Thọ,Xã Đông Thành,21.4534936,105.1960548
Phú Thọ,Xã Đại Đình,21.4643961,105.5707045
