Tỉnh/Thành,Tên đơn vị,Vĩ độ,Kinh độ
Bắc Ninh,Phường Bắc Giang,21.2815961,106.1988847
Bắc Ninh,Phường Bồng Lai,21.1223037,106.1683859
Bắc Ninh,Phường Chũ,21.3861294,106.5837565
Bắc Ninh,Phường Cảnh Thụy,21.186826,106.2656718
Bắc Ninh,Phường Hạp Lĩnh,21.1401003,106.0669402
Bắc Ninh,Phường Kinh Bắc,21.2004631,106.0553176
Bắc Ninh,Phường Mão Điền,21.062205,106.1214423
Bắc Ninh,Phường Nam Sơn,21.1483802,106.1032131
Bắc Ninh,Phường Nhân Hòa,21.1912166,106.1403305
Bắc Ninh,Phường Ninh Xá,21.0109773,106.0816592
Bắc Ninh,Phường Nếnh,21.2492485,106.1094856
Bắc Ninh,Phường Phù Khê,21.1374776,105.9320064
Bắc Ninh,Phường Phương Liễu,21.1663689,106.1160706
Bắc Ninh,Phường Phượng Sơn,21.3616575,106.5103102
Bắc Ninh,Phường Quế Võ,21.1617563,106.1611547
Bắc Ninh,Phường Song Liễu,21.0163505,106.0270519
Bắc Ninh,Phường Tam Sơn,21.1442085,105.9760181
Bắc Ninh,Phường Thuận Thành,21.0518308,106.083759
Bắc Ninh,Phường Tiền Phong,21.2400173,106.1757505
Bắc Ninh,Phường Trí Quả,21.0503523,106.0398997
Bắc Ninh,Phường Trạm Lộ,21.0182274,106.1247965
Bắc Ninh,Phường Tân An,21.2492804,106.2971478
Bắc Ninh,Phường Tân Tiến,21.2560082,106.2418779
Bắc Ninh,Phường Từ Sơn,21.0503523,106.0398997
Bắc Ninh,Phường Tự Lạn,21.3111239,106.0591507
Bắc Ninh,Phường Việt Yên,21.296062,106.1308134
Bắc Ninh,Phường Vân Hà,21.2477125,106.0618346
Bắc Ninh,Phường Võ Cường,21.1646219,106.0543238
Bắc Ninh,Phường Vũ Ninh,21.1876555,106.0857663
Bắc Ninh,Phường Yên Dũng,21.1965221,106.2179041
Bắc Ninh,Phường Đa Mai,21.2938031,106.1737312
Bắc Ninh,Phường Đào Viên,21.1333054,106.2115926
Bắc Ninh,Phường Đồng Nguyên,21.1301252,105.9620061
Bắc Ninh,Xã An Lạc,21.3243274,106.945494
Bắc Ninh,Xã Biên Sơn,21.4536351,106.6409849
Bắc Ninh,Xã Biển Động,21.3885901,106.7523585
Bắc Ninh,Xã Bảo Đài,21.3510269,106.3549769
Bắc Ninh,Xã Bắc Lũng,21.2592739,106.3480584
Bắc Ninh,Xã Bố Hạ,21.46363,106.1997789
Bắc Ninh,Xã Cao Đức,21.0912481,106.2770346
Bắc Ninh,Xã Chi Lăng,21.1034571,106.1202567
Bắc Ninh,Xã Cẩm Lý,21.209251,106.3601838
Bắc Ninh,Xã Dương Hưu,21.2293648,106.9051606
Bắc Ninh,Xã Gia Bình,21.0574099,106.1710649
Bắc Ninh,Xã Hiệp Hòa,21.3105385,106.0064874
Bắc Ninh,Xã Hoàng Vân,21.3903396,105.9801135
Bắc Ninh,Xã Hợp Thịnh,21.3384791,105.9273328
Bắc Ninh,Xã Kiên Lao,21.4382519,106.5240743
Bắc Ninh,Xã Kép,21.4148621,106.2996392
Bắc Ninh,Xã Liên Bão,21.1181336,106.0372281
Bắc Ninh,Xã Lâm Thao,21.0046899,106.167479
Bắc Ninh,Xã Lương Tài,21.0318086,106.2221777
Bắc Ninh,Xã Lạng Giang,21.3608722,106.2803853
Bắc Ninh,Xã Lục Nam,21.2973564,106.3822378
Bắc Ninh,Xã Lục Ngạn,21.3918148,106.6828253
Bắc Ninh,Xã Lục Sơn,21.2190052,106.6237011
Bắc Ninh,Xã Mỹ Thái,21.3503789,106.2148326
Bắc Ninh,Xã Nam Dương,21.3133013,106.5863935
Bắc Ninh,Xã Nghĩa Phương,21.2739041,106.4553336
Bắc Ninh,Xã Ngọc Thiện,21.3661894,106.0576035
Bắc Ninh,Xã Nhân Thắng,21.0792491,106.2445459
Bắc Ninh,Xã Nhã Nam,21.4441709,106.0976533
Bắc Ninh,Xã Phù Lãng,21.1324069,106.2535138
Bắc Ninh,Xã Phúc Hòa,21.3849639,106.163896
Bắc Ninh,Xã Phật Tích,21.0883758,106.041811
Bắc Ninh,Xã Quang Trung,21.4226997,106.0521636
Bắc Ninh,Xã Sa Lý,21.18608,106.07631
Bắc Ninh,Xã Sơn Hải,21.5106049,106.5803302
Bắc Ninh,Xã Sơn Động,21.3241986,106.8466018
Bắc Ninh,Xã Tam Giang,21.2214595,105.9320473
Bắc Ninh,Xã Tam Tiến,21.4916724,106.0717778
Bắc Ninh,Xã Tam Đa,21.2125242,106.0215817
Bắc Ninh,Xã Tiên Du,21.1573477,106.0138026
Bắc Ninh,Xã Tiên Lục,21.4126445,106.2214287
Bắc Ninh,Xã Trung Chính,21.0117292,106.2344936
Bắc Ninh,Xã Trung Kênh,21.0442312,106.2798265
Bắc Ninh,Xã Trường Sơn,21.2497097,106.54541
Bắc Ninh,Xã Tuấn Đạo,21.271832,106.7680853
Bắc Ninh,Xã Tân Chi,21.1036621,106.0848926
Bắc Ninh,Xã Tân Dĩnh,21.2962976,106.267966
Bắc Ninh,Xã Tân Sơn,21.5706211,106.6159831
Bắc Ninh,Xã Tân Yên,21.3671407,106.1298463
Bắc Ninh,Xã Tây Yên Tử,21.2149007,106.7646805
Bắc Ninh,Xã Vân Sơn,21.3990195,106.9392373
Bắc Ninh,Xã Văn Môn,21.1786659,105.9362466
Bắc Ninh,Xã Xuân Cẩm,21.2682204,105.9586278
Bắc Ninh,Xã Xuân Lương,21.18608,106.07631
Bắc Ninh,Xã Yên Phong,21.1951036,105.9798526
Bắc Ninh,Xã Yên Thế,21.4657406,106.1378572
Bắc Ninh,Xã Yên Trung,21.2303034,105.9987577
Bắc Ninh,Xã Yên Định,21.3440405,106.7908479
Bắc Ninh,Xã Đèo Gia,21.301594,106.6760288
Bắc Ninh,Xã Đông Cứu,21.0795449,106.153657
Bắc Ninh,Xã Đông Phú,21.3661768,106.4398146
Bắc Ninh,Xã Đại Lai,21.0883447,106.1961471
Bắc Ninh,Xã Đại Sơn,21.4004523,106.816723
Bắc Ninh,Xã Đại Đồng,21.0950606,105.997746
Bắc Ninh,Xã Đồng Kỳ,21.4956928,106.1604057
Bắc Ninh,Xã Đồng Việt,21.1560031,106.2888806
